<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.05.03	1.03970	1.04147	1.03078	1.03204	81004	648000000	19
2011.05.04	1.03212	1.03667	1.02800	1.02818	83116	2021000000	18
2011.05.05	1.02856	1.03184	1.02090	1.02390	87812	1066000000	23
2011.05.06	1.02393	1.03712	1.02362	1.03407	94529	428000000	30
2011.05.09	1.03500	1.04097	1.03229	1.03888	83561	172000000	30
2011.05.10	1.03887	1.04058	1.03496	1.03757	76214	339000000	32
2011.05.11	1.03759	1.03924	1.02651	1.02789	69933	0	50
2011.05.12	1.02784	1.02962	1.01898	1.02666	70550	292000000	34
2011.05.13	1.02673	1.02980	1.02201	1.02314	53787	2605000000	28
2011.05.16	1.02437	1.03259	1.02172	1.03019	64754	52000000	29
2011.05.17	1.03024	1.03391	1.02798	1.03224	55219	880000000	23
2011.05.18	1.03204	1.03564	1.02967	1.03067	24012	901000000	20
2011.05.19	1.03084	1.03354	1.02869	1.03176	24173	1045500000	12
2011.05.20	1.03160	1.04006	1.02911	1.03784	25840	4004960000	16
2011.05.23	1.03720	1.03776	1.02610	1.02734	26838	874500000	22
2011.05.24	1.02721	1.03393	1.02574	1.03034	24488	583470000	22
2011.05.25	1.03054	1.03125	1.02464	1.02904	45505	673500000	23
2011.05.26	1.02900	1.04167	1.02868	1.04041	89792	68000000	15
2011.05.27	1.04031	1.04647	1.03906	1.04367	81190	130000000	15
2011.05.30	1.04746	1.04782	1.04197	1.04370	45292	65000000	34
2011.05.31	1.04384	1.04829	1.03034	1.03173	74588	191000000	37
2011.06.01	1.03173	1.04293	1.03173	1.03671	87529	248500000	36
2011.06.02	1.03672	1.04265	1.03508	1.04070	83039	414000000	32
2011.06.03	1.04065	1.05054	1.03981	1.04754	60542	2381600000	29
2011.06.06	1.04886	1.05536	1.04762	1.05117	69641	140500000	36
2011.06.07	1.05118	1.05260	1.04168	1.04406	59660	417000000	29
2011.06.08	1.04403	1.04456	1.03791	1.04072	59862	1084000000	28
2011.06.09	1.04069	1.04379	1.03308	1.03405	50713	820500000	30
2011.06.10	1.03405	1.03670	1.02958	1.03214	51492	3621000000	28
2011.06.13	1.03010	1.03779	1.02851	1.03508	81765	0	50
2011.06.14	1.03507	1.03850	1.03215	1.03408	77993	52000000	33
2011.06.15	1.03407	1.03963	1.03240	1.03409	73345	192000000	37
2011.06.16	1.03415	1.03899	1.03077	1.03626	95331	0	50
2011.06.17	1.03626	1.04206	1.03420	1.04024	89452	8463000000	29
2011.06.20	1.03938	1.04072	1.03304	1.03604	80170	126000000	33
2011.06.21	1.03606	1.03838	1.02874	1.03011	85107	179000000	34
2011.06.22	1.03003	1.03471	1.02816	1.02930	86963	161000000	36
2011.06.23	1.02914	1.03061	1.02309	1.03021	89101	326000000	32
