<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.11.01	1.38592	1.38702	1.36085	1.36960	114733	0	6
2011.11.02	1.36963	1.38265	1.36362	1.37473	111203	0	6
2011.11.03	1.37473	1.38541	1.36563	1.38128	111165	0	6
2011.11.04	1.38128	1.38655	1.37111	1.37898	99631	0	6
2011.11.07	1.38160	1.38166	1.36814	1.37643	98464	0	6
2011.11.08	1.37647	1.38464	1.37242	1.38287	94554	0	5
2011.11.09	1.38283	1.38580	1.35218	1.35227	109069	0	7
2011.11.10	1.35238	1.36518	1.34837	1.36082	107189	0	5
2011.11.11	1.36086	1.37944	1.35778	1.37672	85393	0	6
2011.11.14	1.37759	1.37919	1.35914	1.36210	98914	0	6
2011.11.15	1.36210	1.36402	1.34961	1.35252	101149	0	6
2011.11.16	1.35249	1.35560	1.34286	1.34547	108063	0	6
2011.11.17	1.34552	1.35392	1.34213	1.34688	112227	0	6
2011.11.18	1.34683	1.36136	1.34470	1.35222	101063	0	4
2011.11.21	1.35214	1.35398	1.34300	1.34855	100507	0	6
2011.11.22	1.34854	1.35678	1.34687	1.35157	96054	0	4
2011.11.23	1.35160	1.35304	1.33201	1.33464	98239	0	6
2011.11.24	1.33459	1.34109	1.33160	1.33400	79708	0	7
2011.11.25	1.33401	1.33441	1.32119	1.32375	85351	0	6
2011.11.28	1.33095	1.33981	1.32725	1.33121	94847	0	4
2011.11.29	1.33121	1.34412	1.32850	1.33321	94820	0	7
2011.11.30	1.33318	1.35302	1.32587	1.34392	92600	0	4
2011.12.01	1.34392	1.35200	1.34177	1.34599	89678	0	6
2011.12.02	1.34601	1.35449	1.33625	1.33898	72990	0	6
2011.12.05	1.34094	1.34851	1.33748	1.33943	82004	0	4
2011.12.06	1.33939	1.34271	1.33333	1.34021	86817	0	5
2011.12.07	1.34018	1.34530	1.33508	1.34158	82663	0	5
2011.12.08	1.34155	1.34569	1.32882	1.33433	84746	0	6
2011.12.09	1.33430	1.34327	1.32810	1.33842	82663	0	5
2011.12.12	1.33636	1.33759	1.31623	1.31665	81427	0	7
2011.12.13	1.31665	1.32356	1.30086	1.30335	86806	0	6
2011.12.14	1.30334	1.30635	1.29462	1.29829	92199	0	8
2011.12.15	1.29829	1.30489	1.29566	1.30197	82393	0	7
2011.12.16	1.30195	1.30834	1.29950	1.30419	75805	0	8
2011.12.19	1.30328	1.30430	1.29828	1.29961	66031	0	3
2011.12.20	1.29951	1.31314	1.29950	1.30805	64887	0	4
2011.12.21	1.30811	1.31956	1.30254	1.30438	83421	0	3
2011.12.22	1.30438	1.31183	1.30171	1.30507	73989	0	5
2011.12.23	1.30503	1.30946	1.30259	1.30451	61183	0	5
2011.12.26	1.30487	1.30813	1.30487	1.30540	21539	0	5
2011.12.27	1.30537	1.30824	1.30422	1.30676	51089	0	6
2011.12.28	1.30677	1.30791	1.29116	1.29362	66973	0	5
2011.12.29	1.29362	1.29641	1.28577	1.29505	75936	0	6
2011.12.30	1.29501	1.29981	1.29039	1.29565	71042	0	5
2012.01.02	1.29443	1.29681	1.29168	1.29338	40489	0	5
2012.01.03	1.29337	1.30762	1.29316	1.30509	82261	0	5
2012.01.04	1.30509	1.30719	1.28974	1.29361	80553	0	5
2012.01.05	1.29359	1.29434	1.27702	1.27904	92272	0	5
2012.01.06	1.27907	1.28121	1.26972	1.27188	78126	0	6
2012.01.09	1.26923	1.27848	1.26661	1.27686	81621	0	5
2012.01.10	1.27682	1.28174	1.27424	1.27708	76875	0	6
2012.01.11	1.27708	1.27893	1.26619	1.27075	83512	0	6
2012.01.12	1.27080	1.28442	1.26994	1.28136	84400	0	5
2012.01.13	1.28135	1.28778	1.26241	1.26754	90371	0	5
2012.01.16	1.26383	1.26873	1.26254	1.26500	71891	0	5
2012.01.17	1.26501	1.28080	1.26488	1.27401	88013	0	5
2012.01.18	1.27402	1.28673	1.27337	1.28530	90963	0	5
2012.01.19	1.28529	1.29713	1.28390	1.29666	86901	0	5
2012.01.20	1.29664	1.29854	1.28873	1.29298	76943	0	5
2012.01.23	1.28808	1.30521	1.28807	1.30130	80895	0	4
2012.01.24	1.30131	1.30618	1.29534	1.30303	76125	0	4
2012.01.25	1.30302	1.31199	1.29307	1.30987	82577	0	5
2012.01.26	1.30990	1.31832	1.30896	1.31045	76345	0	5
2012.01.27	1.31044	1.32330	1.30770	1.32189	83190	0	5
2012.01.30	1.32148	1.32206	1.30767	1.31403	80908	0	5
2012.01.31	1.31404	1.32126	1.30427	1.30879	85860	0	5
2012.02.01	1.30881	1.32168	1.30257	1.31698	87590	0	5
2012.02.02	1.31697	1.31959	1.30854	1.31446	83784	0	4
2012.02.03	1.31445	1.31989	1.30657	1.31561	80714	0	4
2012.02.06	1.31211	1.31409	1.30278	1.31230	83160	0	5
2012.02.07	1.31229	1.32692	1.30891	1.32613	88933	0	5
2012.02.08	1.32612	1.32878	1.32207	1.32508	83107	0	5
2012.02.09	1.32507	1.33199	1.32148	1.32847	87966	0	6
2012.02.10	1.32846	1.32901	1.31551	1.31957	83812	0	5
2012.02.13	1.32380	1.32833	1.31685	1.31731	80614	0	5
2012.02.14	1.31730	1.32154	1.30800	1.31278	88156	0	5
2012.02.15	1.31277	1.31902	1.30442	1.30592	92272	0	5
2012.02.16	1.30592	1.31572	1.29745	1.31303	91906	0	5
2012.02.17	1.31303	1.31964	1.31148	1.31418	74619	0	6
2012.02.20	1.32026	1.32762	1.31821	1.32332	68034	0	5
2012.02.21	1.32330	1.32922	1.31865	1.32320	89333	0	4
2012.02.22	1.32318	1.32652	1.32110	1.32476	81678	0	5
2012.02.23	1.32476	1.33776	1.32309	1.33738	76951	0	5
2012.02.24	1.33736	1.34856	1.33569	1.34478	72768	0	5
2012.02.27	1.34595	1.34707	1.33662	1.33939	81655	0	5
2012.02.28	1.33938	1.34703	1.33896	1.34583	84016	0	5
2012.02.29	1.34584	1.34851	1.33145	1.33232	87549	0	5
2012.03.01	1.33227	1.33559	1.32825	1.33161	81634	0	5
2012.03.02	1.33160	1.33320	1.31876	1.31979	76894	0	5
2012.03.05	1.31953	1.32394	1.31600	1.32158	77212	0	5
2012.03.06	1.32157	1.32252	1.31030	1.31134	81954	0	5
2012.03.07	1.31135	1.31636	1.30961	1.31503	76652	0	5
2012.03.08	1.31503	1.32904	1.31349	1.32760	78295	0	5
2012.03.09	1.32759	1.32766	1.30966	1.31221	74656	0	5
2012.03.12	1.31160	1.31581	1.30786	1.31547	70958	0	5
2012.03.13	1.31547	1.31905	1.30516	1.30816	74602	0	5
2012.03.14	1.30816	1.30901	1.30106	1.30299	71912	0	5
2012.03.15	1.30300	1.31184	1.30032	1.30715	75314	0	5
2012.03.16	1.30715	1.31862	1.30484	1.31735	66309	0	5
2012.03.19	1.31797	1.32642	1.31415	1.32345	61597	0	5
2012.03.20	1.32345	1.32512	1.31720	1.32290	66865	0	5
2012.03.21	1.32289	1.32840	1.31780	1.32121	69814	0	5
2012.03.22	1.32120	1.32540	1.31343	1.31980	74565	0	5
2012.03.23	1.31981	1.32916	1.31906	1.32690	68511	0	5
2012.03.26	1.32680	1.33667	1.31919	1.33561	70754	0	5
2012.03.27	1.33560	1.33848	1.33126	1.33181	66203	0	5
2012.03.28	1.33180	1.33720	1.32770	1.33146	71717	0	5
2012.03.29	1.33147	1.33449	1.32518	1.32987	71149	0	5
2012.03.30	1.32988	1.33755	1.32975	1.33408	68332	0	5
2012.04.02	1.33562	1.33801	1.32781	1.33167	67768	0	5
2012.04.03	1.33166	1.33670	1.32128	1.32347	75163	0	5
2012.04.04	1.32346	1.32372	1.31069	1.31393	79404	0	5
2012.04.05	1.31396	1.31636	1.30346	1.30635	70589	0	5
2012.04.06	1.30634	1.31115	1.30506	1.30911	40496	0	5
2012.04.09	1.30961	1.31330	1.30330	1.31088	48962	0	5
2012.04.10	1.31086	1.31436	1.30538	1.30815	79254	0	5
2012.04.11	1.30815	1.31564	1.30659	1.31096	75140	0	5
2012.04.12	1.31095	1.32122	1.31018	1.31864	76970	0	5
2012.04.13	1.31863	1.32001	1.30691	1.30764	72950	0	5
2012.04.16	1.30690	1.31466	1.29945	1.31313	82170	0	5
2012.04.17	1.31314	1.31717	1.30899	1.31271	74122	0	5
2012.04.18	1.31271	1.31402	1.30577	1.31181	75476	0	5
2012.04.19	1.31182	1.31648	1.30697	1.31343	78863	0	5
2012.04.20	1.31343	1.32262	1.31284	1.32170	70194	0	5
2012.04.23	1.31920	1.32098	1.31042	1.31554	68704	0	5
